transaction_id,transaction_date,value_date,amount,currency,description,reference,account_id,transaction_type,normalized_reference,normalized_amount,normalized_transaction_date,normalized_description
TXN0476,2026-05-27,2026-05-27,5410.64,INR,NEFT CR-GW-963390-Razorpay SETTLEMENT-CUST0025,CMS/GW-963390/RAZORPAY/CUST0025,BANK003,CREDIT,GW-963390,5410.64,2026-05-27,NEFT CR-GW-963390-RAZORPAY SETTLEMENT-CUST0025
TXN0477,2026-04-25,2026-04-26,13898.66,INR,NEFT CR-GW-258226-Cashfree SETTLEMENT-CUST0227,CMS/GW-258226/CASHFREE/CUST0227,BANK001,CREDIT,GW-258226,13898.66,2026-04-25,NEFT CR-GW-258226-CASHFREE SETTLEMENT-CUST0227
TXN0478,2026-02-18,2026-02-18,38226.09,INR,NEFT CR-GW-849946-Cashfree SETTLEMENT-CUST0076,CMS/GW-849946/CASHFREE/CUST0076,BANK002,CREDIT,GW-849946,38226.09,2026-02-18,NEFT CR-GW-849946-CASHFREE SETTLEMENT-CUST0076
TXN0479,2026-05-08,2026-05-09,22798.81,INR,NEFT CR-GW-989816-Stripe SETTLEMENT-CUST0155,CMS/GW-989816/STRIPE/CUST0155,BANK003,CREDIT,GW-989816,22798.81,2026-05-08,NEFT CR-GW-989816-STRIPE SETTLEMENT-CUST0155
TXN0480,2026-06-11,2026-06-12,55946.25,INR,NEFT CR-GW-966787-PayU SETTLEMENT-CUST0352,CMS/GW-966787/PAYU/CUST0352,BANK003,CREDIT,GW-966787,55946.25,2026-06-11,NEFT CR-GW-966787-PAYU SETTLEMENT-CUST0352
TXN0481,2026-05-09,2026-05-10,41642.41,INR,NEFT CR-GW-391236-Razorpay SETTLEMENT-CUST0460,CMS/GW-391236/RAZORPAY/CUST0460,BANK002,CREDIT,GW-391236,41642.41,2026-05-09,NEFT CR-GW-391236-RAZORPAY SETTLEMENT-CUST0460
TXN0482,2026-06-27,2026-06-28,90431.67,INR,NEFT CR-GW-721794-Stripe SETTLEMENT-CUST0447,CMS/GW-721794/STRIPE/CUST0447,BANK002,CREDIT,GW-721794,90431.67,2026-06-27,NEFT CR-GW-721794-STRIPE SETTLEMENT-CUST0447
TXN0483,2026-03-13,2026-03-13,4494.48,INR,NEFT CR-GW-964190-PayU SETTLEMENT-CUST0278,CMS/GW-964190/PAYU/CUST0278,BANK002,CREDIT,GW-964190,4494.48,2026-03-13,NEFT CR-GW-964190-PAYU SETTLEMENT-CUST0278
TXN0484,2026-01-28,2026-01-29,38147.49,INR,NEFT CR-GW-485026-PayU SETTLEMENT-CUST0205,CMS/GW-485026/PAYU/CUST0205,BANK002,CREDIT,GW-485026,38147.49,2026-01-28,NEFT CR-GW-485026-PAYU SETTLEMENT-CUST0205
TXN0485,2026-03-29,2026-03-30,20810.73,INR,NEFT CR-GW-390302-Cashfree SETTLEMENT-CUST0207,CMS/GW-390302/CASHFREE/CUST0207,BANK003,CREDIT,GW-390302,20810.73,2026-03-29,NEFT CR-GW-390302-CASHFREE SETTLEMENT-CUST0207
TXN0486,2026-05-27,2026-05-28,8914.65,INR,NEFT CR-GW-786682-PayU SETTLEMENT-CUST0128,CMS/GW-786682/PAYU/CUST0128,BANK002,CREDIT,GW-786682,8914.65,2026-05-27,NEFT CR-GW-786682-PAYU SETTLEMENT-CUST0128
TXN0487,2026-03-31,2026-03-31,193974.68,INR,NEFT CR-GW-568343-Razorpay SETTLEMENT-CUST0140,CMS/GW-568343/RAZORPAY/CUST0140,BANK001,CREDIT,GW-568343,193974.68,2026-03-31,NEFT CR-GW-568343-RAZORPAY SETTLEMENT-CUST0140
TXN0488,2026-01-27,2026-01-28,1947.81,INR,NEFT CR-GW-346646-PayU SETTLEMENT-CUST0310,CMS/GW-346646/PAYU/CUST0310,BANK003,CREDIT,GW-346646,1947.81,2026-01-27,NEFT CR-GW-346646-PAYU SETTLEMENT-CUST0310
TXN0489,2026-01-26,2026-01-27,7412.42,INR,NEFT CR-GW-719475-Razorpay SETTLEMENT-CUST0430,CMS/GW-719475/RAZORPAY/CUST0430,BANK002,CREDIT,GW-719475,7412.42,2026-01-26,NEFT CR-GW-719475-RAZORPAY SETTLEMENT-CUST0430
TXN0490,2026-01-10,2026-01-11,1028.66,INR,NEFT CR-GW-238789-PayU SETTLEMENT-CUST0415,CMS/GW-238789/PAYU/CUST0415,BANK003,CREDIT,GW-238789,1028.66,2026-01-10,NEFT CR-GW-238789-PAYU SETTLEMENT-CUST0415
TXN0491,2026-04-30,2026-04-30,33757.57,INR,NEFT CR-GW-302713-Razorpay SETTLEMENT-CUST0494,CMS/GW-302713/RAZORPAY/CUST0494,BANK003,CREDIT,GW-302713,33757.57,2026-04-30,NEFT CR-GW-302713-RAZORPAY SETTLEMENT-CUST0494
TXN0492,2026-06-13,2026-06-13,49323.27,INR,NEFT CR-GW-939246-PayU SETTLEMENT-CUST0190,CMS/GW-939246/PAYU/CUST0190,BANK001,CREDIT,GW-939246,49323.27,2026-06-13,NEFT CR-GW-939246-PAYU SETTLEMENT-CUST0190
TXN0493,2026-01-12,2026-01-13,24159.14,INR,NEFT CR-GW-267939-Stripe SETTLEMENT-CUST0308,CMS/GW-267939/STRIPE/CUST0308,BANK003,CREDIT,GW-267939,24159.14,2026-01-12,NEFT CR-GW-267939-STRIPE SETTLEMENT-CUST0308
TXN0494,2026-02-03,2026-02-03,3695.83,INR,NEFT CR-GW-235427-Stripe SETTLEMENT-CUST0112,CMS/GW-235427/STRIPE/CUST0112,BANK002,CREDIT,GW-235427,3695.83,2026-02-03,NEFT CR-GW-235427-STRIPE SETTLEMENT-CUST0112
TXN0495,2026-05-19,2026-05-19,109427.81,INR,NEFT CR-GW-369021-Razorpay SETTLEMENT-CUST0088,CMS/GW-369021/RAZORPAY/CUST0088,BANK002,CREDIT,GW-369021,109427.81,2026-05-19,NEFT CR-GW-369021-RAZORPAY SETTLEMENT-CUST0088
TXN0496,2026-02-19,2026-02-20,130076.6,INR,NEFT CR-GW-916386-Cashfree SETTLEMENT-CUST0369,CMS/GW-916386/CASHFREE/CUST0369,BANK001,CREDIT,GW-916386,130076.6,2026-02-19,NEFT CR-GW-916386-CASHFREE SETTLEMENT-CUST0369
TXN0497,2026-01-26,2026-01-26,12311.83,INR,NEFT CR-GW-163469-Cashfree SETTLEMENT-CUST0237,CMS/GW-163469/CASHFREE/CUST0237,BANK002,CREDIT,GW-163469,12311.83,2026-01-26,NEFT CR-GW-163469-CASHFREE SETTLEMENT-CUST0237
TXN0498,2026-04-09,2026-04-09,7091.53,INR,NEFT CR-GW-352781-Cashfree SETTLEMENT-CUST0371,CMS/GW-352781/CASHFREE/CUST0371,BANK003,CREDIT,GW-352781,7091.53,2026-04-09,NEFT CR-GW-352781-CASHFREE SETTLEMENT-CUST0371
TXN0499,2026-01-16,2026-01-16,2997.41,INR,NEFT CR-GW-649132-PayU SETTLEMENT-CUST0145,CMS/GW-649132/PAYU/CUST0145,BANK003,CREDIT,GW-649132,2997.41,2026-01-16,NEFT CR-GW-649132-PAYU SETTLEMENT-CUST0145
TXN0500,2026-05-01,2026-05-02,60358.77,INR,NEFT CR-GW-612319-Cashfree SETTLEMENT-CUST0307,CMS/GW-612319/CASHFREE/CUST0307,BANK001,CREDIT,GW-612319,60358.77,2026-05-01,NEFT CR-GW-612319-CASHFREE SETTLEMENT-CUST0307
